work_id,title,release,module,risk,size,depends_on,files,verification
CORE-TENACORE-TENACONT-TUW-001,tenant 엔티티·서비스 구현(NestJS tenant module 골격),R0,CORE-TENACORE-TENACONT,H,S,CORE-DATACORE-MIGR-TUW-002,apps/api/src/modules/tenant/tenant.module.ts;apps/api/src/modules/tenant/tenant.service.ts;packages/shared/src/types/tenant.ts,tenant 조회 unit green AND 부재 tenant 계약 명확 AND 회귀 green
CORE-TENACORE-TENACONT-TUW-002,tenant context middleware(ALS) + 트랜잭션별 SET LOCAL app.tenant_id 주입,R0,CORE-TENACORE-TENACONT,H,M,CORE-TENACORE-TENACONT-TUW-001,apps/api/src/modules/tenant/tenant-context.ts;apps/api/src/modules/tenant/tenant-context.middleware.ts;apps/api/src/common/db/tenant-aware-datasource.ts,context 전파 unit green AND negative: context 부재 시 쿼리 차단·비공개 경로 거부 AND SET LOCAL 주입 integration 확인 AND 회귀 green
CORE-TENACORE-TENACONT-TUW-003,"workspace model(테이블+RLS+서비스, tenant당 기본 1개)",R0,CORE-TENACORE-TENACONT,H,M,CORE-TENACORE-TENACONT-TUW-002,db/migrations/0002_workspaces.sql;apps/api/src/modules/tenant/workspace.service.ts,RLS 규약 검사 green AND 생성·조회 unit green AND negative: 타 tenant workspace 조회 0건 AND 마이그레이션 왕복 회귀 green
CORE-TENACORE-TENACONT-TUW-004,[C·사람 리뷰 필수] 전 등록 endpoint cross-tenant 접근 차단 integration 하네스,R0,CORE-TENACORE-TENACONT,C,M,CORE-TENACORE-TENACONT-TUW-003;CORE-DATACORE-MIGR-TUW-003;CORE-AUTHCORE-USERSESS-TUW-003;CORE-SECFOUND-FAILCLOSE-TUW-001,tests/integration/cross-tenant.spec.ts;tests/integration/helpers/tenant-fixtures.ts;tests/integration/rls-bypass.spec.ts,라우트 전수 순회 차단 실패 0건(negative 본질) AND 신규 라우트 자동 포함·공집합 통과 금지 AND RLS 직접 우회 거부 AND CI green AND 사람 리뷰 기록
CORE-TENACORE-TENACONT-TUW-005,GET /v1/tenant/settings 조회 API,R0,CORE-TENACORE-TENACONT,M,S,CORE-TENACORE-TENACONT-TUW-004,apps/api/src/modules/tenant/tenant.controller.ts;packages/shared/src/dto/tenant-settings.dto.ts,인증 시 자신 tenant 값 200 AND negative: 비인증 401 AUTH_REQUIRED AND DTO 화이트리스트 노출 AND cross-tenant 하네스 회귀 green
CORE-AUTHCORE-USERSESS-TUW-001,user 엔티티·서비스 구현(argon2id 해시 정책),R0,CORE-AUTHCORE-USERSESS,H,S,CORE-DATACORE-MIGR-TUW-002,apps/api/src/modules/user/user.service.ts;apps/api/src/modules/user/password.ts;packages/shared/src/types/user.ts,해시 round-trip unit green AND negative: 직렬화 시 password_hash 미노출 AND tenant 범위 email 유일성 AND 회귀 green
CORE-AUTHCORE-USERSESS-TUW-002,POST /v1/auth/login·logout + 서버측 sessions 테이블(httpOnly 쿠키),R0,CORE-AUTHCORE-USERSESS,H,M,CORE-AUTHCORE-USERSESS-TUW-001,db/migrations/0003_sessions.sql;apps/api/src/modules/auth/auth.controller.ts;apps/api/src/modules/auth/auth.service.ts,정상 로그인 쿠키 발급 AND negative: 무효 자격증명 동일 401(존재 비노출) AND logout 후 401 AND 로그에 비밀번호 미기록 AND 회귀 green
CORE-AUTHCORE-USERSESS-TUW-003,세션 검증 전역 가드 + 세션→tenant context 단일 출처 연결,R0,CORE-AUTHCORE-USERSESS,H,M,CORE-AUTHCORE-USERSESS-TUW-002,apps/api/src/modules/auth/session.guard.ts;apps/api/src/modules/auth/public.decorator.ts,유효 세션 200 AND negative: 무/만료/revoked/위조 세션 401·클라이언트 tenant 헤더 무력화 AND @Public allowlist 스냅샷 일치 AND 회귀 green
CORE-AUTHCORE-USERSESS-TUW-004,MFA flag 로그인 연결(fail-closed: TOTP 전 true면 로그인 거부),R0,CORE-AUTHCORE-USERSESS,M,S,CORE-AUTHCORE-USERSESS-TUW-003,apps/api/src/modules/auth/mfa.policy.ts;packages/shared/src/dto/auth.dto.ts,false 계정 정상 로그인 AND negative: true 계정 401+세션 row 0건 AND flag 즉시 반영 AND 회귀 green
CORE-AUTHCORE-USERSESS-TUW-005,"password reset skeleton(단회용 토큰, 메일 스텁, 존재 비노출)",R0,CORE-AUTHCORE-USERSESS,M,S,CORE-AUTHCORE-USERSESS-TUW-004,db/migrations/0004_password_reset_tokens.sql;apps/api/src/modules/auth/password-reset.service.ts;apps/api/src/modules/auth/mailer.stub.ts,request→confirm 변경 성공 AND negative: 만료/재사용/위조 토큰 거부·없는 email도 200 AND 기존 세션 전부 revoke AND 토큰 해시만 저장 AND 회귀 green
CORE-SECFOUND-FAILCLOSE-TUW-001,표준 error code 9종(09번 §4) + fail-closed 권한평가 래퍼·전역 예외 필터,R0,CORE-SECFOUND-FAILCLOSE,H,M,CORE-TENACORE-TENACONT-TUW-002,packages/shared/src/errors/error-codes.ts;apps/api/src/modules/permission/fail-closed.ts;apps/api/src/common/filters/global-exception.filter.ts,9종 코드·HTTP 매핑 unit green AND negative: 평가기 예외/timeout/undefined 전부 DENY AND 응답 내부정보 미노출 AND 회귀 green
CORE-SECFOUND-FAILCLOSE-TUW-002,fail-closed 강제오류 주입(fault injection) integration suite,R0,CORE-SECFOUND-FAILCLOSE,H,S,CORE-SECFOUND-FAILCLOSE-TUW-001,tests/integration/fail-closed-injection.spec.ts;tests/integration/helpers/fault-injector.ts,negative: 주입 5종 전부 403 PERMISSION_DENIED·2xx 0건 AND 응답 시간 상한 내 종료 AND 민감정보 미기록 AND 전체 suite 회귀 green
AUDIT-AUDIEVENCO-AUDILOGG-TUW-001,audit_events 스키마 보강(인덱스·metadata_json 화이트리스트 규약)+audit module 골격,R0,AUDIT-AUDIEVENCO-AUDILOGG,H,M,CORE-DATACORE-MIGR-TUW-002,db/migrations/0005_audit_events_hardening.sql;apps/api/src/modules/audit/audit-event.types.ts;packages/shared/src/types/audit.ts,migrate+인덱스 확인 AND negative: 화이트리스트 외 metadata 키 typecheck 실패·타 tenant audit 조회 0건 AND 마이그레이션 왕복 회귀 green
AUDIT-AUDIEVENCO-AUDILOGG-TUW-004,[C·사람 리뷰 필수] audit_events append-only: UPDATE/DELETE/TRUNCATE REVOKE+차단 trigger,R0,AUDIT-AUDIEVENCO-AUDILOGG,C,M,AUDIT-AUDIEVENCO-AUDILOGG-TUW-001,db/migrations/0006_audit_append_only.sql;tests/integration/audit-immutability.spec.ts,negative: UPDATE/DELETE/TRUNCATE×(직접 SQL·리포지토리) 전부 거부 AND INSERT/SELECT 정상 AND 변경 API 경로 부재 AND CI green AND 사람 리뷰 기록
CORE-OBSE-LOGGMETR-TUW-001,JSON 구조화 로거 + 민감정보 redaction 정책,R0,CORE-OBSE-LOGGMETR,M,M,CORE-REPOBUIL-CICD-TUW-002,apps/api/src/common/logging/logger.module.ts;apps/api/src/common/logging/logger.ts,JSON 1줄 포맷 확인 AND negative: password/token/cookie/본문 redact 테스트 AND 회귀 green
CORE-OBSE-LOGGMETR-TUW-002,request correlation id 생성·전파·응답 헤더 노출,R0,CORE-OBSE-LOGGMETR,L,S,CORE-OBSE-LOGGMETR-TUW-001,apps/api/src/common/logging/correlation.middleware.ts,동일 요청 전 로그 동일 requestId+응답 헤더 AND 비정형 외부 id 폐기(negative) AND 회귀 green
CORE-OBSE-LOGGMETR-TUW-003,"health endpoint(live/ready, DB ping)",R0,CORE-OBSE-LOGGMETR,L,S,CORE-OBSE-LOGGMETR-TUW-002,apps/api/src/modules/health/health.controller.ts,live 200 상시 AND DB 정지 시 ready 503·기동 시 200 AND 내부 정보 미노출 AND 공개 allowlist 정합 회귀 green
CORE-OBSE-LOGGMETR-TUW-004,Prometheus /metrics endpoint(HTTP 기본 지표),R0,CORE-OBSE-LOGGMETR,L,S,CORE-OBSE-LOGGMETR-TUW-003,apps/api/src/common/metrics/metrics.middleware.ts;apps/api/src/common/metrics/metrics.controller.ts,지표 증가 확인 AND negative: 라벨에 tenant/user/email/원시 URL 미포함 AND 회귀 green
CORE-OBSE-LOGGMETR-TUW-005,"error tracking hook 인터페이스(외부 전송 기본 비활성, 로그 어댑터)",R0,CORE-OBSE-LOGGMETR,M,S,CORE-OBSE-LOGGMETR-TUW-004,apps/api/src/common/errors/error-tracker.ts,강제 예외 시 tracker 1회 호출+requestId AND negative: 페이로드에 본문/쿠키/비밀번호 미포함 AND tracker 예외가 응답 불파괴 AND 회귀 green
CORE-FESHELL-APPSHELL-TUW-001,Next.js app shell·(auth)/(app) 라우트 그룹·/v1 API 클라이언트 골격,R0,CORE-FESHELL-APPSHELL,M,M,CORE-REPOBUIL-CICD-TUW-002;CORE-AUTHCORE-USERSESS-TUW-002,apps/web/src/app/(auth)/layout.tsx;apps/web/src/app/(app)/dashboard/page.tsx;apps/web/src/lib/api-client.ts,web build green+(auth)/(app) 라우트 존재 AND api-client 표준 error code 파싱 unit AND 전체 build 회귀 green
CORE-FESHELL-APPSHELL-TUW-002,디자인시스템 base: Tailwind+shadcn/ui 초기화·기본 컴포넌트·토큰,R0,CORE-FESHELL-APPSHELL,L,M,CORE-FESHELL-APPSHELL-TUW-001,apps/web/components.json;apps/web/tailwind.config.ts;apps/web/src/components/ui/button.tsx,build·lint green AND dashboard 컴포넌트 마운트 스모크 AND 회귀 green
CORE-FESHELL-APPSHELL-TUW-003,로그인 화면 + 미인증 보호 라우트 redirect guard(Next middleware),R0,CORE-FESHELL-APPSHELL,M,M,CORE-FESHELL-APPSHELL-TUW-002;CORE-AUTHCORE-USERSESS-TUW-003,apps/web/src/app/(auth)/login/page.tsx;apps/web/middleware.ts;apps/web/src/lib/auth.ts,로그인→dashboard·로그아웃→/login AND negative: 무쿠키 (app) 접근 redirect·401 시 /login 유도 AND 실패 메시지 존재 비노출 AND 회귀 green
DEVOPS-DOCSPKG-TRANSFER-TUW-001,vault_dev_package 21개 문서 docs/package 이관(read-only)+normative 선언+frozen CI 검사,R0,DEVOPS-DOCSPKG-TRANSFER,M,S,CORE-REPOBUIL-CICD-TUW-001,docs/package/README.md;infra/ci/scripts/check-docs-package-frozen.sh,21개 파일 원본 체크섬 일치 AND negative: 이관본 변경 시 frozen 검사 실패 증명 AND CI 회귀 green
DEVOPS-DOCSPKG-TRANSFER-TUW-002,"ADR-001~012 초안 작성(DEC-01~18·C-1~10 매핑, Status=proposed)",R0,DEVOPS-DOCSPKG-TRANSFER,M,L,DEVOPS-DOCSPKG-TRANSFER-TUW-001,docs/adr/README.md;docs/adr/ADR-001.md;docs/ledger/decision.md,12건 필수 섹션 충족 AND DEC/C 추적 인용 존재 AND 절대 금지 모순 0건 AND R0 Gate에서 사람 승인 후 accepted 전환
DEVOPS-BACKLOG-VALIDATE-TUW-001,백로그 csv/json 검증기: 스키마·ID 유일성·DAG 무순환·release 금지규칙(AI<R6 등)+CI gate,R0,DEVOPS-BACKLOG-VALIDATE,M,M,CORE-REPOBUIL-CICD-TUW-003,tools/backlog/validate.ts;tools/backlog/rules.ts;tools/backlog/fixtures/,정상 백로그 exit 0 AND negative: 위반 fixture 5종(중복 ID/유령 dep/순환/release 역전/AI-R2) 각 실패 AND CI green AND 회귀 green
AUDIT-AUDIEVENCO-AUDILOGG-TUW-002,audit logger service 구현,R1,AUDIT-AUDIEVENCO-AUDILOGG,H,M,AUDIT-AUDIEVENCO-AUDILOGG-TUW-001;AUDIT-AUDIEVENCO-AUDILOGG-TUW-004;CORE-TENACORE-TENACONT-TUW-002,apps/api/src/modules/audit/audit.module.ts;apps/api/src/modules/audit/audit.service.ts;packages/shared/src/audit/audit-event-types.ts,log() INSERT-only 기록+필수필드 AND audit 실패시 호출 트랜잭션 rollback AND tenant context 부재시 거부(negative) AND 회귀 green
AUDIT-AUDIEVENCO-AUDILOGG-TUW-003,audit metadata normalizer(화이트리스트) 구현,R1,AUDIT-AUDIEVENCO-AUDILOGG,H,M,AUDIT-AUDIEVENCO-AUDILOGG-TUW-002,apps/api/src/modules/audit/audit-metadata.normalizer.ts;packages/shared/src/audit/audit-metadata-keys.ts,화이트리스트 외 키 제거·256자 초과 거부 AND 본문 주입시 미저장(negative) AND 회귀 green
AUDIT-AUDIEVENCO-AUDILOGG-TUW-005,audit event retention label 연결,R1,AUDIT-AUDIEVENCO-AUDILOGG,M,S,AUDIT-AUDIEVENCO-AUDILOGG-TUW-003,db/migrations/NNNN_audit_retention_label.sql;apps/api/src/modules/audit/audit.service.ts,retention_label='PERMANENT' 저장 AND 적용 후 UPDATE/DELETE 여전히 DB 실패(immutability 회귀) AND migrate/rollback 왕복 green
MATTER-CLIEMANA-CLIEREGI-TUW-001,Client schema 구현,R1,MATTER-CLIEMANA-CLIEREGI,M,M,CORE-DATACORE-MIGR-TUW-002;CORE-DATACORE-MIGR-TUW-005,db/migrations/NNNN_create_clients.sql;apps/api/src/modules/client/client.entity.ts;packages/shared/src/client/client.dto.ts,migrate/rollback 왕복 green AND RLS cross-tenant SELECT 0행(negative) AND 회귀 green
MATTER-CLIEMANA-CLIEREGI-TUW-002,client create API 구현,R1,MATTER-CLIEMANA-CLIEREGI,M,M,MATTER-CLIEMANA-CLIEREGI-TUW-001;CORE-TENACORE-TENACONT-TUW-002;CORE-AUTHCORE-USERSESS-TUW-003;AUDIT-AUDIEVENCO-AUDILOGG-TUW-002;SEC-RBAC-ROLEMATR-TUW-001,apps/api/src/modules/client/client.controller.ts;apps/api/src/modules/client/client.service.ts;apps/api/src/modules/client/dto/create-client.dto.ts,생성 201 AND 비인가 role PERMISSION_DENIED(negative) AND CLIENT_CREATED audit 1건 AND 회귀 green
MATTER-CLIEMANA-CLIEREGI-TUW-003,client detail API 구현,R1,MATTER-CLIEMANA-CLIEREGI,M,S,MATTER-CLIEMANA-CLIEREGI-TUW-002,apps/api/src/modules/client/dto/client-detail.dto.ts;apps/api/src/modules/client/client.controller.ts,조회 200 AND 타 tenant clientId 404 존재 비노출(negative) AND 회귀 green
MATTER-CLIEMANA-CLIEREGI-TUW-004,client list filtering 구현,R1,MATTER-CLIEMANA-CLIEREGI,M,S,MATTER-CLIEMANA-CLIEREGI-TUW-003,apps/api/src/modules/client/dto/list-clients.query.ts;apps/api/src/modules/client/client.service.ts,필터·페이지네이션 기능 AND 타 tenant 데이터 결과·count 미포함(negative) AND 회귀 green
MATTER-CLIEMANA-CLIEREGI-TUW-005,client metadata editor 구현,R1,MATTER-CLIEMANA-CLIEREGI,M,M,MATTER-CLIEMANA-CLIEREGI-TUW-004,apps/api/src/modules/client/dto/update-client.dto.ts;apps/api/src/modules/client/client.service.ts,PATCH 수정 AND 비인가 수정 차단(negative) AND CLIENT_UPDATED audit(diff_keys만) AND 회귀 green
MATTER-MATTMANA-MATTREGI-TUW-001,Matter schema 구현,R1,MATTER-MATTMANA-MATTREGI,H,M,MATTER-CLIEMANA-CLIEREGI-TUW-001;CORE-DATACORE-MIGR-TUW-005,db/migrations/NNNN_create_matters.sql;apps/api/src/modules/matter/matter.entity.ts;packages/shared/src/matter/matter.dto.ts,migrate green+FK·CHECK·RLS AND cross-tenant 0행·타 tenant client FK 거부(negative) AND 회귀 green (ai_policy_id·legal_hold는 R2 — 생성 금지)
MATTER-MATTMANA-MATTREGI-TUW-002,Matter create API 구현,R1,MATTER-MATTMANA-MATTREGI,H,M,MATTER-MATTMANA-MATTREGI-TUW-001;AUDIT-AUDIEVENCO-AUDILOGG-TUW-002;CORE-TENACORE-TENACONT-TUW-002,apps/api/src/modules/matter/matter.controller.ts;apps/api/src/modules/matter/matter.service.ts;apps/api/src/modules/matter/dto/create-matter.dto.ts,생성 201(status=proposed) AND 타 tenant client_id 비노출 거부(negative) AND MATTER_CREATED audit AND 회귀 green
MATTER-MATTMANA-MATTREGI-TUW-003,Matter type taxonomy enum 구현,R1,MATTER-MATTMANA-MATTREGI,M,S,MATTER-MATTMANA-MATTREGI-TUW-002,packages/shared/src/matter/matter-type.ts;db/migrations/NNNN_matter_type_check.sql,enum 외 값 API·DB 이중 거부 AND 기존 fixture 정합 회귀 green
MATTER-MATTMANA-MATTREGI-TUW-004,Matter metadata validation 구현,R1,MATTER-MATTMANA-MATTREGI,M,S,MATTER-MATTMANA-MATTREGI-TUW-003,packages/shared/src/matter/matter-validation.ts;apps/api/src/modules/matter/matter.service.ts,유효/무효 표 기반 unit 10케이스+VALIDATION_FAILED 표준 응답 AND 회귀 green
MATTER-MATTMANA-MATTREGI-TUW-005,Matter detail API 구현,R1,MATTER-MATTMANA-MATTREGI,H,M,MATTER-MATTMANA-MATTREGI-TUW-004,apps/api/src/modules/matter/dto/matter-detail.dto.ts;apps/api/src/modules/matter/matter.controller.ts,lead 조회 200 AND 보수적 가드(비lead PERMISSION_DENIED·타 tenant 404) negative AND 회귀 green — MATTPERM-004에서 canReadMatter로 교체
MATTER-MATTMANA-MATTREGI-TUW-006,Matter list pagination 구현,R1,MATTER-MATTMANA-MATTREGI,M,S,MATTER-MATTMANA-MATTREGI-TUW-005,apps/api/src/modules/matter/dto/list-matters.query.ts;apps/api/src/modules/matter/matter.service.ts,필터·페이지·정렬 기능 AND 타인 lead matter 결과·count 미포함(negative) AND 회귀 green
MATTER-MATTMANA-MATTREGI-TUW-007,Matter status badge UI 구현,R1,MATTER-MATTMANA-MATTREGI,L,S,MATTER-MATTMANA-MATTREGI-TUW-006;MATTER-MATTLIFE-STATENGI-TUW-001;CORE-FESHELL-APPSHELL-TUW-002,apps/web/src/components/matter/matter-status-badge.tsx;apps/web/src/app/matters/page.tsx;apps/web/src/app/matters/[matterId]/page.tsx,8상태 전부 렌더 test AND pnpm build green AND 회귀 green
MATTER-MATTTEAM-MEMBMANA-TUW-001,Matter member schema 구현,R1,MATTER-MATTTEAM-MEMBMANA,H,M,MATTER-MATTMANA-MATTREGI-TUW-001;CORE-DATACORE-MIGR-TUW-005,db/migrations/NNNN_create_matter_members.sql;apps/api/src/modules/matter/matter-member.entity.ts;packages/shared/src/matter/matter-member.dto.ts,migrate green+PK·RLS AND cross-tenant 0행·tenant 불일치 행 거부(negative) AND 회귀 green (tenant_id 보강 C-7)
MATTER-MATTTEAM-MEMBMANA-TUW-002,member add API 구현,R1,MATTER-MATTTEAM-MEMBMANA,H,M,MATTER-MATTTEAM-MEMBMANA-TUW-001;SEC-RBAC-ROLEMATR-TUW-001;AUDIT-AUDIEVENCO-AUDILOGG-TUW-002,apps/api/src/modules/matter/matter-member.controller.ts;apps/api/src/modules/matter/matter-member.service.ts;apps/api/src/modules/matter/dto/add-member.dto.ts,추가 201+lead 자동 owner 등록 AND 비owner 추가·external_user 추가 차단(negative) AND MATTER_MEMBER_ADDED audit 호출 AND 회귀 green
MATTER-MATTTEAM-MEMBMANA-TUW-003,member remove API 구현,R1,MATTER-MATTTEAM-MEMBMANA,H,S,MATTER-MATTTEAM-MEMBMANA-TUW-002,apps/api/src/modules/matter/matter-member.controller.ts;apps/api/src/modules/matter/matter-member.service.ts,제거 204 AND 일반 member 제거 시도 차단(negative)·마지막 owner 제거 차단 AND 회귀 green
MATTER-MATTTEAM-MEMBMANA-TUW-004,matter role assignment 구현,R1,MATTER-MATTTEAM-MEMBMANA,H,S,MATTER-MATTTEAM-MEMBMANA-TUW-003,apps/api/src/modules/matter/dto/update-member.dto.ts;apps/api/src/modules/matter/matter-member.service.ts,role/access_level 변경 200 AND 자기 승급 차단·마지막 owner 강등 차단(negative) AND 회귀 green
MATTER-MATTTEAM-MEMBMANA-TUW-005,matter team UI 구현,R1,MATTER-MATTTEAM-MEMBMANA,M,M,MATTER-MATTTEAM-MEMBMANA-TUW-004;CORE-FESHELL-APPSHELL-TUW-003,apps/web/src/app/matters/[matterId]/team/page.tsx;apps/web/src/components/matter/team-member-list.tsx;apps/web/src/components/matter/add-member-dialog.tsx,목록·추가·제거·변경 흐름 test AND 비owner 컨트롤 미렌더+안전 거부 메시지(negative) AND build·회귀 green
MATTER-MATTTEAM-MEMBMANA-TUW-006,member change audit hook 연결,R1,MATTER-MATTTEAM-MEMBMANA,H,S,MATTER-MATTTEAM-MEMBMANA-TUW-005;AUDIT-AUDIEVENCO-AUDILOGG-TUW-003,tests/integration/audit/member-change-audit.spec.ts;apps/api/src/modules/matter/matter-member.service.ts,멤버 변이 3경로 audit 누락 0 AND audit 실패시 변이 rollback AND metadata 원문 부재(negative) AND 회귀 green
MATTER-MATTLIFE-STATENGI-TUW-001,Matter state enum(8상태) 구현,R1,MATTER-MATTLIFE-STATENGI,M,S,MATTER-MATTMANA-MATTREGI-TUW-001,packages/domain/src/matter/matter-state.ts;db/migrations/NNNN_matter_status_check.sql,"8상태 enum 고정 unit AND DB CHECK 거부 AND 회귀 green (순수 TS, IO 없음)"
MATTER-MATTLIFE-STATENGI-TUW-002,state transition validation 구현,R1,MATTER-MATTLIFE-STATENGI,H,M,MATTER-MATTLIFE-STATENGI-TUW-001;AUDIT-AUDIEVENCO-AUDILOGG-TUW-002,packages/domain/src/matter/matter-transitions.ts;apps/api/src/modules/matter/dto/update-matter-status.dto.ts,8x8 전이 행렬 전수 unit AND 비인가 상태 변경 차단(negative) AND MATTER_STATUS_CHANGED audit AND 회귀 green
MATTER-MATTLIFE-STATENGI-TUW-003,closing state action 구현,R1,MATTER-MATTLIFE-STATENGI,M,S,MATTER-MATTLIFE-STATENGI-TUW-002,apps/api/src/modules/matter/matter.service.ts,closing→closed시 closed_at 기록 AND 비인가 close 차단(negative) AND audit AND 회귀 green
MATTER-MATTLIFE-STATENGI-TUW-004,archive state action 구현,R1,MATTER-MATTLIFE-STATENGI,M,S,MATTER-MATTLIFE-STATENGI-TUW-003,apps/api/src/modules/matter/matter.service.ts,closed→archived 200 AND 비인가 archive 차단(negative) AND audit AND 회귀 green (hard delete 없음)
MATTER-MATTLIFE-STATENGI-TUW-005,closed matter mutation 차단 구현,R1,MATTER-MATTLIFE-STATENGI,H,M,MATTER-MATTLIFE-STATENGI-TUW-004,apps/api/src/modules/matter/guards/matter-mutability.guard.ts;tests/integration/matter/closed-matter-mutation.spec.ts,closed matter 변이 4종 전부 차단(MATTER_CLOSED) AND Firm Admin도 변이 불가(negative) AND open matter 변이 정상 회귀 green
MATTER-PARTMANA-PARTREGI-TUW-001,Party schema 구현,R1,MATTER-PARTMANA-PARTREGI,M,M,MATTER-MATTMANA-MATTREGI-TUW-001;CORE-DATACORE-MIGR-TUW-005,db/migrations/NNNN_create_parties.sql;apps/api/src/modules/party/party.entity.ts;packages/shared/src/party/party.dto.ts,migrate green+FK·RLS AND cross-tenant 0행(negative) AND rollback 왕복·회귀 green
MATTER-PARTMANA-PARTREGI-TUW-002,party role taxonomy 구현,R1,MATTER-PARTMANA-PARTREGI,M,S,MATTER-PARTMANA-PARTREGI-TUW-001,packages/shared/src/party/party-enums.ts;db/migrations/NNNN_party_taxonomy_check.sql,party_type·party_role enum 외 값 API·DB 거부 AND 회귀 green
MATTER-PARTMANA-PARTREGI-TUW-003,party create API 구현,R1,MATTER-PARTMANA-PARTREGI,M,S,MATTER-PARTMANA-PARTREGI-TUW-002;AUDIT-AUDIEVENCO-AUDILOGG-TUW-002,apps/api/src/modules/party/party.controller.ts;apps/api/src/modules/party/party.service.ts;apps/api/src/modules/party/dto/create-party.dto.ts,생성 201 AND 비멤버·read-only 멤버 차단(negative) AND PARTY_ADDED audit(원문 미기록) AND 회귀 green
MATTER-PARTMANA-PARTREGI-TUW-004,party-to-matter link 구현,R1,MATTER-PARTMANA-PARTREGI,M,S,MATTER-PARTMANA-PARTREGI-TUW-003,apps/api/src/modules/party/dto/list-parties.dto.ts;apps/api/src/modules/party/party.service.ts,matter별 party 목록 200+연결 정합성 AND 권한 없는 사용자 차단(negative) AND 회귀 green
